 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
796,2021,Octubre-Diciembre,2021-11-02,Martes,09:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Centro,Avenida,Av Telefonos Via Matamoros  Parqaue Ind Huinala,"25.762919, -100.182979",
1812,2021,Octubre-Diciembre,2021-12-12,Domingo,08:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Mision San Pablo,Avenida,Portal Oviedo  545 Portal Victoria Col Portal Del Valle,"25.740083, -100.137414",
798,2021,Octubre-Diciembre,2021-11-02,Martes,11:00:00,Estrellamiento Con Huida,Investigaciones,911.0,Colonia,Nuevo Amanecer,Calle,Haiti Noruega Col Nuevo Amanecer 2 Sector,"25.772087, -100.243922",
1819,2021,Octubre-Diciembre,2021-12-12,Domingo,14:00:00,Salida De Superficie De Rodamiento,Peritaje,911.0,Residencial,Los Robles,Avenida,Av Del Triunfo  Joaquin Pardabe Roble,"25.778921, -100.260729",
811,2021,Octubre-Diciembre,2021-11-02,Martes,17:10:00,Alcance,Peritaje,911.0,Colonia,Valle Azul,Avenida,Miguel Aleman Rogelio Gonzalez,"25.789145, -100.145162",
1823,2021,Octubre-Diciembre,2021-12-12,Domingo,19:20:00,Lateral,Peritaje,911.0,Colonia,Metroplex,Avenida,N 3 Av Metroplex,"25.792113, -100.253706",
829,2021,Octubre-Diciembre,2021-11-03,Miercoles,12:30:00,Crucero,Peritaje,911.0,Colonia,Hacienda Los Pinos,Avenida,Av Guatemala Cruz Del Sur Col Hda Los Pinos,"25.772054, -100.248404",
1824,2021,Octubre-Diciembre,2021-12-12,Domingo,20:15:00,Lateral Con Huida,Peritaje,911.0,Colonia,Metroplex,Avenida,N 3 Av En Metroplex,"25.792059, -100.253695",
842,2021,Octubre-Diciembre,2021-11-03,Miercoles,19:20:00,De Frente,Peritaje,911.0,Colonia,Centro,Avenida,Prol Ruiz Cortinez Autopista Aeropuerto,"25.751251, -100.142816",
1827,2021,Octubre-Diciembre,2021-12-13,Lunes,02:30:00,Alcance,Peritaje,911.0,Colonia,Metroplex,Avenida,Concordia  E Sexta  Col Metroplex,"25.784683, -100.248908",
849,2021,Octubre-Diciembre,2021-11-04,Jueves,07:00:00,Crucero Con Proyeccion,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Humberto Ramos Lozano Oaxaca  Centro,"25.784987, -100.191536",
1828,2021,Octubre-Diciembre,2021-12-13,Lunes,02:49:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Misin De San Miguel,Avenida,Ant Cam Dulces Nombres  Paseo De Las Flores,"25.702825, -100.14833",
875,2021,Octubre-Diciembre,2021-11-05,Viernes,10:30:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Mision San Pablo,Calle,Portal Toledo Portal Valencia Portal Del Valle,"25.742315, -100.138718",
1858,2021,Octubre-Diciembre,2021-12-14,Martes,07:13:00,Diverso,Agencia De Ministerio Publico,911.0,Colonia,Las Margaritas 8 Sector,Avenida,Av Gaspar Castaño  Y De Los Acantos,"25.712083, -100.163616",
892,2021,Octubre-Diciembre,2021-11-05,Viernes,22:30:00,Alcance Con Estrellamiento,Investigaciones,911.0,Fraccionamiento,Mision San Javier,Avenida,Av Domino Cam A Los Fernandez,"25.743703, -100.154392",
1859,2021,Octubre-Diciembre,2021-12-14,Martes,07:30:00,Crucero,Peritaje,911.0,Colonia,Cantizales,Avenida,Jesus Dionicio Gzz  Morelos,"25.756111, -100.23559",
898,2021,Octubre-Diciembre,2021-11-06,Sabado,16:20:00,Diverso,Investigaciones,911.0,Colonia,Huinala,Carretera,Carr Villa Juarez Camino A San Javier,"25.737794, -100.155356",
1865,2021,Octubre-Diciembre,2021-12-14,Martes,12:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Privalia Huinala,Avenida,Autopista Aeropuerto  Antiguo Dulces Nombres,"25.751277, -100.142817",
905,2021,Octubre-Diciembre,2021-11-06,Sabado,14:30:00,Alcance,Peritaje,911.0,Colonia,Metroplex,Avenida,Concordia O Primera Metroplex,"25.784726, -100.255822",
1867,2021,Octubre-Diciembre,2021-12-14,Martes,15:40:00,Crucero,Peritaje,911.0,Colonia,Bosques Real,Avenida,Av De La Concordia  Alamo Ebanos,"25.785304, -100.243038",
911,2021,Octubre-Diciembre,2021-11-06,Sabado,19:06:00,Lateral,Peritaje,911.0,Residencial,Los Robles,Avenida,Av Afganistan Calle Orense,"25.775394, -100.258321",
1904,2021,Octubre-Diciembre,2021-12-15,Miercoles,23:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Laredo,Carretera,Carr  Laredo  Fletes Tauro,"25.822989, -100.263087",
963,2021,Octubre-Diciembre,2021-11-09,Martes,12:00:00,Estrellamiento Con Proyeccion,Peritaje,911.0,Colonia,Moderno,Avenida,Concordia Santo Domingo  Privalia,"25.777869, -100.213699",
1906,2021,Octubre-Diciembre,2021-12-16,Jueves,04:20:00,Alcance,Peritaje,911.0,Colonia,Industrial Huinala,Avenida,Av Telefonos  Luis Donaldo Colosio,"25.756512, -100.181212",
972,2021,Octubre-Diciembre,2021-11-09,Martes,17:10:00,Lateral,Peritaje,911.0,Colonia,Moderna,Avenida,Carlos Salinas De Gortarihacienda San Francisco,"25.756113, -100.215509",
1918,2021,Octubre-Diciembre,2021-12-16,Jueves,12:30:00,Lateral Con Huida,Peritaje,911.0,Colonia,Prados De Santa Rosa,Avenida,Blvd Jesus Dionicio Gzz  Avenida  Gaseducto Ex Hda Santa Rosa,"25.796101, -100.223802",
1007,2021,Octubre-Diciembre,2021-11-10,Miercoles,21:35:00,Alcance,Peritaje,911.0,Residencial,Los Robles,Avenida,Av Concora Av Del Triunfo Col Residencial Los Robles,"25.784306, -100.261261",
1927,2021,Octubre-Diciembre,2021-12-16,Jueves,14:30:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Parque Industrial Monterrey,Avenida,Av Miguel Aleman  Graftech De Mexico,"25.775598, -100.177926",
1018,2021,Octubre-Diciembre,2021-11-11,Jueves,16:40:00,Lateral Con Proyeccion,Investigaciones,911.0,Colonia,Moderna,Avenida,Blvd Carlos Salinas De Gortari Frente A Empresa Whirpool,"25.759279, -100.210678",
1931,2021,Octubre-Diciembre,2021-12-16,Jueves,16:00:00,De Frente,Peritaje,911.0,Colonia,Centro,Avenida,Carlos Salinas De Gortari  Estardo Guajardo,"25.772201, -100.192337",
1031,2021,Octubre-Diciembre,2021-11-12,Viernes,08:20:00,Alcance Con Volcadura,Peritaje,911.0,Colonia,Internacional Mty,Avenida,Av Almeria Autopista Aeropuerto,"25.764128, -100.12631",
1945,2021,Octubre-Diciembre,2021-12-17,Viernes,02:40:00,Crucero,Peritaje,911.0,Colonia,Metroplex,Avenida,Av Concordia  Av Metroplex Col Metroplex,"25.784654, -100.252703",
1033,2021,Octubre-Diciembre,2021-11-12,Viernes,10:30:00,Choque Con Movil De Vehiculo,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Moises Saenz Mezuquital Santa Rosa,"25.778634, -100.226118",
1949,2021,Octubre-Diciembre,2021-12-17,Viernes,09:00:00,Alcance Con Estrellamiento,Investigaciones,911.0,Colonia,Pueblo Nuevo,Avenida,Rio Pilon  Rio Curaray,"25.758782, -100.171323",
1036,2021,Octubre-Diciembre,2021-11-12,Viernes,12:55:00,Crucero,Agencia De Ministerio Publico,911.0,Colonia,Pueblo Nuevo,Avenida,Rio Vistola Rio Duraray,"25.754439, -100.169105",
1962,2021,Octubre-Diciembre,2021-12-17,Viernes,16:30:00,Lateral Con Proyeccion,Peritaje,911.0,Colonia,Agua Fria,Avenida,Carr Agua Fria  Via Matamoros Y Agua Fria,"25.788239, -100.180371",
1048,2021,Octubre-Diciembre,2021-11-12,Viernes,21:11:00,Crucero Con Huida,Peritaje,911.0,Colonia,Bosques De Huinala,Avenida,Ananacahuila Alamo,"25.74439, -100.1806",
1968,2021,Octubre-Diciembre,2021-12-17,Viernes,19:01:00,Diverso Vehiculo Incendiado,Peritaje,911.0,Residencial,Bello Amanecer,Carretera,Carr Villa Juarez  Dulces Nombres Mirasol,"25.701452, -100.131827",
1049,2021,Octubre-Diciembre,2021-11-12,Viernes,20:40:00,Lateral,Peritaje,911.0,Colonia,Moderno,Avenida,Privada Borneo  Col Borneo Sect Ansar,"25.770324, -100.214185",
1976,2021,Octubre-Diciembre,2021-12-17,Viernes,23:45:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Moderno,Avenida,Av Miguel Aleman  Pdre Mier Centro,"25.777768, -100.183482",
1051,2021,Octubre-Diciembre,2021-11-12,Viernes,22:05:00,Crucero,Peritaje,911.0,Colonia,Valle La Rioja,Avenida,Humberto Ramo Lozano Av Polanco Col La Rioja,"25.813871, -100.215564",
1982,2021,Octubre-Diciembre,2021-12-18,Sabado,05:40:00,Crucero,Peritaje,911.0,Colonia,Santa Cecilia,Calle,Camino Real  Santa Rosa  Santa Cecilia Col Santa Cecilia,"25.7756, -100.239518",
S/D,2021,Octubre-Diciembre,2021-11-15,Lunes,00:41:00,Diverso,Peritaje,911.0,Colonia,Huinala,Carretera,Carr Villa Juarez Padre Mier Huinala,"25.749124, -100.163401",
1984,2021,Octubre-Diciembre,2021-12-18,Sabado,08:45:00,Lateral,Peritaje,911.0,Colonia,Cosmopolis,Avenida,Av Andromeda  Japeto Col Cosmopolis,"25.814489, -100.245043",
1069,2021,Octubre-Diciembre,2021-11-13,Sabado,07:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Centro,Avenida,Lat Miguel Aleman Isidoro Sepulveda,"25.736886, -100.207666",
1992,2021,Octubre-Diciembre,2021-12-18,Sabado,14:15:00,Crucero,Peritaje,911.0,Colonia,Santa Cecilia,Calle,Maple  J Sanabria,"25.776518, -100.233609",
1078,2021,Octubre-Diciembre,2021-11-14,Domingo,02:50:00,Alcance Con Precaucion,Peritaje,911.0,Colonia,Nueva Las Puentes,Avenida,Av Las Palmas Clavel Col Las Palmas,"25.782684, -100.266335",
2015,2021,Octubre-Diciembre,2021-12-19,Domingo,06:40:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Humberto Ramos Lozano  Oaxaca,"25.785005, -100.191406",
1081,2021,Octubre-Diciembre,2021-11-14,Domingo,07:00:00,Estrellamiento Con Volcadura,Peritaje,911.0,Colonia,Reforma,Avenida,Porfirio Diaz Av Del Telefono,"25.73624, -100.174331",
2017,2021,Octubre-Diciembre,2021-12-19,Domingo,09:50:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Santa Fe,Calle,Colombianos  200 Fitlandeses  Col Roberto Espinoza,"25.726002, -100.177001",
1095,2021,Octubre-Diciembre,2021-11-15,Lunes,02:15:00,Crucero,Peritaje,911.0,Colonia,Mision De San Miguel,Avenida,Av Acapulco Av Del Telefonos,"25.7177, -100.17686",
2036,2021,Octubre-Diciembre,2021-12-20,Lunes,12:00:00,Estrellamiento Con Volcadura,Agencia De Ministerio Publico,911.0,Colonia,Pueblo Nuevo,Avenida,Mrgarito Garza  Alemania Parque Ind Sabinal,"25.752236, -100.172569",
1112,2021,Octubre-Diciembre,2021-11-16,Martes,14:10:00,Lateral,Peritaje,911.0,Colonia,Moderna,Avenida,Blvd Carlos Salinas De Gortari Whirpool,"25.759354, -100.21056",
2039,2021,Octubre-Diciembre,2021-12-20,Lunes,06:25:00,Atropello,Agencia De Ministerio Publico,911.0,Colonia,Pueblo Nuevo,Avenida,Suizos   Camboyanos,"25.729109, -100.175457",
1118,2021,Octubre-Diciembre,2021-11-16,Martes,16:40:00,De Frente,Peritaje,911.0,Colonia,Centro,Avenida,Av Miguel Aleman Parque Kronos,"25.781978, -100.168714",
2058,2021,Octubre-Diciembre,2021-12-20,Lunes,19:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Metroplex,Avenida,Av Andromeda  Av E Sexta Col Metroplex,"25.790523, -100.248857",
1129,2021,Octubre-Diciembre,2021-11-16,Martes,22:30:00,Diverso,Peritaje,911.0,Colonia,Los Eucaliptos,Avenida,Av Galxia Av Los Eucaliptos  Las Palmas 4 Sector,"25.787588, -100.268403",
2062,2021,Octubre-Diciembre,2021-12-20,Lunes,21:50:00,Lateral,Peritaje,911.0,Colonia,Valle De Las Palmas,Avenida,Concordia  San Leopoldo  Col Palmas,"25.784831, -100.265764",
1141,2021,Octubre-Diciembre,2021-11-17,Miercoles,12:00:00,Diverso,Agencia De Ministerio Publico,911.0,Colonia,Moderno,Avenida,Concordia Constitucion Residencial Rinconada,"25.775029, -100.206027",
2067,2021,Octubre-Diciembre,2021-12-21,Martes,11:45:00,Lateral,Peritaje,911.0,Colonia,Parque Industrial Flexpark,Calle,Arco Vial  Lat Miguel Aleman  Parque Ind Prodigi,"25.782987, -100.177259",
1152,2021,Octubre-Diciembre,2021-11-17,Miercoles,21:15:00,De Frente,Peritaje,911.0,Colonia,Residencial Los Robles,Avenida,Estrauss Inspiracion Col Los Robles,"25.779156, -100.258524",
2071,2021,Octubre-Diciembre,2021-12-21,Martes,15:00:00,Estrellamiento Con Huida,Peritaje,911.0,Colonia,Balcones De Santa Rosa,Avenida,Kilinmanyaro  Fuyiyama  Col Balcones Sta Rosa,"25.803281, -100.226146",
1193,2021,Octubre-Diciembre,2021-11-19,Viernes,21:30:00,Lateral,Peritaje,911.0,Colonia,Parque Industrial Milimex,Avenida,Blvd Aeropuerto Av Parque Milimex  Parque Industrial Milimex,"25.752852, -100.19877",
2128,2021,Octubre-Diciembre,2021-12-23,Jueves,15:45:00,Alcance Con Huida,Investigaciones,911.0,Residencial,Moderna,Avenida,Carr Villa Juarez  Av  Moderna Residencial,"25.732594, -100.148531",
1199,2021,Octubre-Diciembre,2021-11-20,Sabado,12:00:00,Alcance Con Estrellamiento,Agencia De Ministerio Publico,911.0,Colonia,Centro,Carretera,Carr Miguel Aleman Blvd Julian Treviño Andres Elizondo,"25.759285, -100.172421",
2138,2021,Octubre-Diciembre,2021-12-23,Jueves,08:10:00,Alcance,Peritaje,911.0,Colonia,Centro,Avenida,Carr Miguel Aleman  Estardo Guajardo  Col Centro,"25.775935, -100.185832",
1201,2021,Octubre-Diciembre,2021-11-20,Sabado,08:09:00,Alcance,Peritaje,911.0,Colonia,Huinala,Avenida,Carr Villa Juarez Via Matamoros,"25.766483, -100.174333",
2145,2021,Octubre-Diciembre,2021-12-24,Viernes,12:00:00,Alcance,Peritaje,911.0,Colonia,Parque Industrial Finsa,Avenida,Miguel Aleman  Rogelio Gzz,"25.788893, -100.145192",
1223,2021,Octubre-Diciembre,2021-11-20,Sabado,22:05:00,Crucero,Peritaje,911.0,Colonia,Colinas De San Miguel,Calle,Ruiz Cortinez San Fernando,"25.72111, -100.169108",
2146,2021,Octubre-Diciembre,2021-12-24,Viernes,01:15:00,Alcance,Peritaje,911.0,Fraccionamiento,Cosmopolis,Avenida,Humberto Ramos Lozano  Andromeda,"25.830718, -100.244994",
1226,2021,Octubre-Diciembre,2021-11-21,Domingo,06:30:00,Alcance,Peritaje,911.0,Colonia,Centro,Avenida,Lat Miguel Aleman Carlos Salinas De Gortari,"25.777689, -100.183328",
2167,2021,Octubre-Diciembre,2021-12-25,Sabado,13:50:00,Diverso Y Proyeccion,Peritaje,911.0,Colonia,Centro  Huinala,Avenida,Villa Juarez  Padre Mier  Col Centro Huinala,"25.74919, -100.163339",
1235,2021,Octubre-Diciembre,2021-11-21,Domingo,15:27:00,Alcance,Investigaciones,911.0,Colonia,Paseo De Las Palmas,Avenida,Av Las Palmas Poder Popular Col Las Palmas,"25.779338, -100.26597",
2168,2021,Octubre-Diciembre,2021-12-25,Sabado,14:40:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Treboles,Avenida,Av Treboles  Valle Col Treboles,"25.766529, -100.149409",
1242,2021,Octubre-Diciembre,2021-11-21,Domingo,22:34:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Arboledas Del Virrey,Avenida,Av Cartagena Calle Del Chopo  Col Fresnos,"25.768183, -100.246035",
2223,2021,Octubre-Diciembre,2021-12-28,Martes,11:40:00,Diverso Caida De Alcantarilla,Peritaje,911.0,Colonia,Huinala,Avenida,Av Milimex  Av Miguel Aleman Parque Ind Milimex,"25.754084, -100.196027",
1265,2021,Octubre-Diciembre,2021-11-22,Lunes,17:20:00,Crucero,Peritaje,911.0,Colonia,Moderna,Avenida,Blvd Carlos Salinas De Gortari Av Hda San Francisco  Col Hda San Francisco,"25.767783, -100.198948",
2224,2021,Octubre-Diciembre,2021-12-28,Martes,11:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Pueblo Nuevo,Calle,Rio  Aguarica  Rio La Silla,"25.763849, -100.169831",
1273,2021,Octubre-Diciembre,2021-11-23,Martes,08:11:00,Lateral,Peritaje,911.0,Colonia,Centro,Avenida,Miguel Aleman  Felipe Flores   Centro,"25.77893, -100.179644",
2245,2021,Octubre-Diciembre,2021-12-29,Miercoles,10:50:00,Estrellamiento Con Huida,Peritaje,911.0,Colonia,Villa Juarez,Carretera,Villa Juarez  Padre Mier,"25.749139, -100.16341",
1277,2021,Octubre-Diciembre,2021-11-23,Martes,11:09:00,Lateral,Peritaje,911.0,Colonia,Loma Linda,Calle,Tonatlan Mixtlan Col Noria,"25.731291, -100.196128",
2304,2021,Octubre-Diciembre,2021-12-31,Viernes,22:00:00,Lateral,Peritaje,911.0,Colonia,Prados De La Cieneguita,Avenida,Jordania  Lagos Prados De La Cieneguita,"25.783318, -100.255055",
1280,2021,Octubre-Diciembre,2021-11-23,Martes,13:20:00,De Reversa,Investigaciones,911.0,Colonia,Pseo Santa Rosa,Calle,Gaviota 438grulla Y Halcon Col Paseo De Santa Rosa,"25.822153, -100.230947",
1297,2021,Octubre-Diciembre,2021-11-23,Martes,21:30:00,Lateral,Agencia De Ministerio Publico,911.0,Colonia,Pueblo Nuevo,Calle,Rio Papaluapan Rio Salionas De La Paz,"25.759214, -100.166862",
1341,2021,Octubre-Diciembre,2021-11-25,Jueves,19:38:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Centro,Avenida,Parqueindustrial  Monterrey Lat Miguel Aleman Prque Ind Mty,"25.779877, -100.175238",
1364,2021,Octubre-Diciembre,2021-11-26,Viernes,21:40:00,Alcance,Peritaje,911.0,Colonia,Lomas De La Paz,Avenida,Av Autopista Calle Players,"25.737204, -100.155201",
1375,2021,Octubre-Diciembre,2021-11-27,Sabado,09:40:00,De Frente,Peritaje,911.0,Colonia,Parque Ind Kuadrum,Avenida,Blvd Carlos Salinas De Gortari Ojo De Agua  Prque Ind Kuadrum,"25.764729, -100.20641",
1392,2021,Octubre-Diciembre,2021-11-27,Sabado,19:30:00,Estrellamiento Con Proyeccion,Peritaje,911.0,Colonia,Manantial,Avenida,Av Concordia Manantial Col Manantial,"25.784998, -100.265056",
1420,2021,Octubre-Diciembre,2021-11-29,Lunes,08:10:00,Lateral,Agencia De Ministerio Publico,911.0,Colonia,La Encarnacion,Avenida,Av Ignacio Sepulveda Cesareo Sepulveda,"25.734812, -100.203529",
1446,2021,Octubre-Diciembre,2021-11-29,Lunes,14:40:00,Diverso,Peritaje,911.0,Colonia,Ebanos,Avenida,Concordia Camino Real Santa Rosa Colonia Ebanos,"25.784056, -100.23793",
1450,2021,Octubre-Diciembre,2021-11-30,Martes,07:10:00,Alcance,Peritaje,911.0,Colonia,Lomas De La Paz,Avenida,Carr Villa Juarez Lomas De España Col Lomas De La Paz,"25.707319, -100.134327",
1477,2021,Octubre-Diciembre,2021-11-30,Martes,18:30:00,Alcance,Peritaje,911.0,Colonia,Artemio Treviño,Avenida,Carr Agua Fria Azulejos Colonia Artemio Treviño,"25.834377, -100.1397",
1478,2021,Octubre-Diciembre,2021-11-30,Martes,19:00:00,Estrellamiento Con Volcadura,Investigaciones,911.0,Colonia,Lomas De Huinala,Avenida,Av Telefonos Periferico  Col Reforma,"25.732484, -100.173318",
1480,2021,Octubre-Diciembre,2021-11-30,Martes,18:00:00,Alcance,Investigaciones,911.0,Colonia,Santa Rosa,Avenida,Av Constitucion Sto Domingo,"25.76334, -100.242058",
1488,2021,Octubre-Diciembre,2021-12-01,Miercoles,08:28:00,Lateral Con Huida,Investigaciones,911.0,Colonia,Mezquital,Calle,Sta Rosa Mezquital   Cantizales,"25.778654, -100.226205",
1518,2021,Octubre-Diciembre,2021-12-02,Jueves,07:08:00,Alcance Con Estrellamiento,Agencia De Ministerio Publico,911.0,Colonia,Huinala,Carretera,Carr Vlla Juarez  Gaspar Castaño  Huinala,"25.741029, -100.15887",
1576,2021,Octubre-Diciembre,2021-12-03,Viernes,22:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Artemio Treviño,Calle,Jazmin  Gardenia,"25.835904, -100.142172",
1578,2021,Octubre-Diciembre,2021-12-04,Sabado,12:00:00,Alcance Con Estrellamiento,Investigaciones,911.0,Colonia,Santa Rosa,Calle,Av Antigua Santa Rosa  Av Santa Isabel,"25.78974, -100.226277",
1579,2021,Octubre-Diciembre,2021-12-04,Sabado,03:23:00,Choque Con Movil De vehiculo,Peritaje,911.0,Colonia,Isidoro Sepulveda,Avenida,Isidoro Sepulveda  Rego Avenida,"25.742446, -100.216844",
1602,2021,Octubre-Diciembre,2021-12-04,Sabado,19:30:00,Lateral,Peritaje,911.0,Colonia,Joyas Del Pedregal,Avenida,Av Rohdesia  Del Nte  Fidel Velzaquez,"25.730665, -100.170743",
1606,2021,Octubre-Diciembre,2021-12-04,Sabado,00:10:00,Alcance,Peritaje,911.0,Colonia,Mision De Huinala,Avenida,Carr Dulces Nombres  Portal De Segovia Col Portal De Huinala,"25.752843, -100.157011",
1608,2021,Octubre-Diciembre,2021-12-05,Domingo,01:20:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Parque Industrial Monterrey,Avenida,Parque Industrial Mty  6,"25.771537, -100.168177",
1629,2021,Octubre-Diciembre,2021-12-05,Domingo,12:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Parque Industrial Monterrey,Avenida,"Carr Septima Ote  Pn Mty ,Pj Metroplex","25.767939, -100.165977",
1641,2021,Octubre-Diciembre,2021-12-06,Lunes,07:40:00,Alcance Con Huida,Investigaciones,911.0,Colonia,Nuevo Las Puentes,Avenida,Av Conocrida  Strauss,"25.784564, -100.258997",
1697,2021,Octubre-Diciembre,2021-12-08,Miercoles,10:50:00,Lateral,Peritaje,911.0,Colonia,Huinala,Carretera,Carr Villa Juarez  Padre Mier Col Huinala,"25.749281, -100.163322",
1705,2021,Octubre-Diciembre,2021-12-08,Miercoles,17:30:00,Diverso,Peritaje,911.0,Colonia,Kalos,Avenida,Lat Miguel Aleman  Av Concordia Col Prque Kalos,"25.765572, -100.192327",
1706,2021,Octubre-Diciembre,2021-12-08,Miercoles,19:28:00,Crucero,Peritaje,911.0,Colonia,Loma Linda,Avenida,Av Ignacio Sepulveda  Rafael Martinez,"25.734658, -100.203025",
1713,2021,Octubre-Diciembre,2021-12-09,Jueves,07:40:00,Crucero Con Proyeccion,Peritaje,911.0,Colonia,Centro,Avenida,Estardo Guajardo  Matamoros Centro,"25.764737, -100.178752",
1728,2021,Octubre-Diciembre,2021-12-09,Jueves,13:40:00,Lateral Con Huida,Peritaje,911.0,Colonia,Huinala,Avenida,Porfirio Diaz  Crispin Treviño Sta Rosa,"25.741615, -100.163711",
1731,2021,Octubre-Diciembre,2021-12-09,Jueves,18:00:00,Lateral,Peritaje,911.0,Colonia,Parque Industrial Stiva,Avenida,Lat Miguel Aleman  Tlc Parque Ind Stiva,"25.786528, -100.144498",
1739,2021,Octubre-Diciembre,2021-12-09,Jueves,22:21:00,Alcance Con Estrellamiento,Investigaciones,911.0,Colonia,El Campanario,Avenida,Av El Campanario  Jesusitas El Campanario,"25.723912, -100.167313",
1742,2021,Octubre-Diciembre,2021-12-10,Viernes,07:59:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Los Robles,Avenida,Conquistadores  Costa De Marfil  Col Los Robles,"25.775817, -100.258212",
1744,2021,Octubre-Diciembre,2021-12-10,Viernes,07:30:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Garcia Mirles,Avenida,Antiguo Camino A Santo Domingo Calle Nueva Col Garcia Mireles,"25.760312, -100.244346",
1753,2021,Octubre-Diciembre,2021-12-10,Viernes,14:00:00,Estrellamiento Con Huida,Peritaje,911.0,Colonia,Los Fresnos,Calle,De Las Violetas  Ferrol Col Praderas 11,"25.769953, -100.255594",
1775,2021,Octubre-Diciembre,2021-12-10,Viernes,20:10:00,De Reversa,Investigaciones,911.0,Colonia,Las Palmas,Avenida,Torre Del Mar Av Las Palmas  Col Valle De Salduero,"25.811597, -100.219203",
1777,2021,Octubre-Diciembre,2021-12-10,Viernes,22:30:00,De Reversa,Peritaje,911.0,Residencial,La Hacienda  Fresnos,Avenida,Av Constitucion  De La Concordia  Col La Hacienda,"25.763569, -100.247245",
1799,2021,Octubre-Diciembre,2021-12-11,Sabado,15:00:00,Alcance Con Estrellamiento,Agencia De Ministerio Publico,911.0,Colonia,Mision De Fundadores,Avenida,Av Jarcines De San Andres  Aldes  Col San Andres,"25.797285, -100.242068",
1803,2021,Octubre-Diciembre,2021-12-11,Sabado,19:30:00,Alcance,Peritaje,911.0,Colonia,Bosque Del Sol,Avenida,Villarreal Villarreal  Orquidea Col Margaritas,"25.708726, -100.1632",
1856,2021,Octubre-Diciembre,2021-12-13,Lunes,16:35:00,Lateral,Agencia De Ministerio Publico,911.0,Colonia,Hacienda Los Nogales,Avenida,Blvd Jesus Dionicio Gzz  Santo Domingo Col Mezquital,"25.768728, -100.230617",
1871,2021,Octubre-Diciembre,2021-12-14,Martes,20:20:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Valle Azul,Carretera,Lat Miguel Aleman  Blvd Aereopuerto,"25.789912, -100.142816",
1877,2021,Octubre-Diciembre,2021-12-15,Miercoles,01:20:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Mision De Huinala,Avenida,Av Mision De Huinala  Av Fundadores,"25.753388, -100.160532",
1879,2021,Octubre-Diciembre,2021-12-15,Miercoles,02:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Jacarandas,Avenida,Av Telefonos  Via Matamoros,"25.763013, -100.182907",
